CVE_ID	Description	CWE	gpt4o
CVE-2024-0854	URL redirection to untrusted site ('Open Redirect') vulnerability in file access component in Synology DiskStation Manager (DSM) before 7.2.1-69057-2 allows remote authenticated users to conduct phishing attacks via unspecified vectors.	CWE-601	CWE-601
CVE-2024-0347	A vulnerability was found in SourceCodester Engineers Online Portal 1.0 and classified as problematic. This issue affects some unknown processing of the file signup_teacher.php. The manipulation of the argument Password leads to weak password requirements. The attack may be initiated remotely. The complexity of an attack is rather high. The exploitation is known to be difficult. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-250115.	CWE-521	CWE-521
CVE-2024-1781	A vulnerability was found in Totolink X6000R AX3000 9.4.0cu.852_20230719. It has been rated as critical. This issue affects the function setWizardCfg of the file /cgi-bin/cstecgi.cgi of the component shttpd. The manipulation leads to command injection. The exploit has been disclosed to the public and may be used. The identifier VDB-254573 was assigned to this vulnerability. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.	CWE-77	CWE
CVE-2024-0344	A vulnerability, which was classified as critical, has been found in soxft TimeMail up to 1.1. Affected by this issue is some unknown functionality of the file check.php. The manipulation of the argument c leads to sql injection. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-250112.	CWE-89	CWE-89
CVE-2024-1545	Fault Injection vulnerability in RsaPrivateDecryption function in wolfssl/wolfcrypt/src/rsa.c in WolfSSL wolfssl5.6.6 on Linux/Windows allows remote attacker co-resides in the same system with a victim process to disclose information and escalate privileges via Rowhammer fault injection to the RsaKey structure.	CWE-74	2. **Rowhammer
CVE-2024-1007	A vulnerability was found in SourceCodester Employee Management System 1.0. It has been classified as critical. Affected is an unknown function of the file edit_profile.php. The manipulation of the argument txtfullname leads to sql injection. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-252276.	CWE-89	The appropriate CWE for this type
CVE-2024-0803	Integer Overflow or Wraparound vulnerability in Mitsubishi Electric Corporation MELSEC-Q Series and MELSEC-L Series CPU modules allows a remote unauthenticated attacker to execute malicious code on a target product by sending a specially crafted packet.	CWE-190	Based on this description, the appropriate CWE mapping for an Integer Overflow or Wraparound vulnerability is CWE-190: Integer Overflow or Wraparound. This CWE refers to issues where an operation on an integer results in an overflow, potentially leading to critical security risks like buffer overflows,
CVE-2024-0920	A vulnerability was found in TRENDnet TEW-822DRE 1.03B02. It has been declared as critical. This vulnerability affects unknown code of the file /admin_ping.htm of the component POST Request Handler. The manipulation of the argument ipv4_ping/ipv6_ping leads to command injection. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-252124. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.	CWE-77	Therefore, the appropriate CWE mapping for
CVE-2024-0244	"Buffer overflow in CPCA PCFAX number process of Office Multifunction Printers and Laser Printers(*) which may allow an attacker on the network segment to trigger the affected product being unresponsive or to execute arbitrary code.*:Satera MF750C Series firmware v03.07 and earlier sold in Japan. Color imageCLASS MF750C Series/Color imageCLASS X MF1333C firmware v03.07 and earlier sold in US. i-SENSYS MF754Cdw/C1333iF firmware v03.07 and earlier sold in Europe.

"	CWE-787	CWE-120
CVE-2024-1635	"A vulnerability was found in Undertow. This vulnerability impacts a server that supports the wildfly-http-client protocol. Whenever a malicious user opens and closes a connection with the HTTP port of the server and then closes the connection immediately, the server will end with both memory and open file limits exhausted at some point, depending on the amount of memory available. 

At HTTP upgrade to remoting, the WriteTimeoutStreamSinkConduit leaks connections if RemotingConnection is closed by Remoting ServerConnectionOpenListener. Because the remoting connection originates in Undertow as part of the HTTP upgrade, there is an external layer to the remoting connection. This connection is unaware of the outermost layer when closing the connection during the connection opening procedure. Hence, the Undertow WriteTimeoutStreamSinkConduit is not notified of the closed connection in this scenario. Because WriteTimeoutStreamSinkConduit creates a timeout task, the whole dependency tree leaks via that task, which is added to XNIO WorkerThread. So, the workerThread points to the Undertow conduit, which contains the connections and causes the leak."	CWE-400	**CWE-404**
CVE-2024-0342	A vulnerability classified as critical has been found in Inis up to 2.0.1. Affected is an unknown function of the file /app/api/controller/default/Sqlite.php. The manipulation of the argument sql leads to sql injection. The exploit has been disclosed to the public and may be used. VDB-250110 is the identifier assigned to this vulnerability.	CWE-89	Based on this information, the appropriate Common Weakness Enumeration (CWE) for this vulnerability is CWE-89, which pertains to SQL Injection. This choice is validated by the fact that the description explicitly mentions a SQL Injection attack vector, which is
CVE-2024-0845	The PDF Viewer for Elementor plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the render function in all versions up to, and including, 2.9.3 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers, with contributor-level access and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.	CWE-79	In Stored XSS, the injected malicious script is stored on the server (e.g., in a database) and is executed when a user accesses a page where the script is embedded. The lack of input sanitization means that the input provided by the attacker is not properly checked or cleaned, allowing malicious content to be injected. The lack of output escaping means that this content is not properly encoded before it is sent back to the user, allowing it to be interpreted as executable
CVE-2024-1355	"A command injection vulnerability was identified in GitHub Enterprise Server that allowed an attacker with an editor role in the Management Console to gain admin SSH access to the appliance via the actions-console docker container while setting a service URL. Exploitation of this vulnerability required access to the GitHub Enterprise Server instance and access to the Management Console with the editor role. This vulnerability affected all versions of GitHub Enterprise Server prior to 3.12 and was fixed in versions 3.11.5, 3.10.7, 3.9.10, and 3.8.15. This vulnerability was reported via the GitHub Bug Bounty program.
"	CWE-77	CWE-77
CVE-2024-1035	A vulnerability has been found in openBI up to 1.0.8 and classified as critical. This vulnerability affects the function uploadIcon of the file /application/index/controller/Icon.php. The manipulation of the argument image leads to unrestricted upload. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. VDB-252310 is the identifier assigned to this vulnerability.	CWE-434	"Based on this information, the vulnerability fits the category where user inputs (in this case, file uploads) aren't adequately validated or constrained, which corresponds to improper validation of file uploads, leading to potentially dangerous files being uploaded. This is encapsulated under CWE-434, which is ""Unrestricted Upload of File"
CVE-2024-0336	"Improper Access Control vulnerability in EMTA Grup PDKS allows Exploiting Incorrectly Configured Access Control Security Levels.This issue affects PDKS: before 20240603. 

NOTE: The vendor was contacted early about this disclosure but did not respond in any way."	CWE-284	This type of vulnerability typically refers to scenarios where access restrictions are either missing, misconfigured, or improperly enforced, allowing unauthorized users to bypass access controls. The Common Weakness Enumeration (CWE) that aligns with this type of security weakness is CWE-284: Improper Access Control. This CWE covers situations where vulnerabilities arise as a result of failure to impose proper control over who can do what
CVE-2024-0546	A vulnerability, which was classified as problematic, has been found in EasyFTP 1.7.0. This issue affects some unknown processing of the component LIST Command Handler. The manipulation leads to denial of service. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-250715.	CWE-404	Denial of Service vulnerabilities typically fall under CWE-400: Uncontrolled Resource Consumption, CWE-404: Improper Resource Shutdown or Release, or CWE-703: Improper Check or Handling of Exceptional Conditions, among others. However, given the nature of the description, where the manipulation leads directly to a service disruption, it more closely aligns with issues of resource
CVE-2024-0493	A vulnerability, which was classified as critical, has been found in Kashipara Billing Software 1.0. Affected by this issue is some unknown functionality of the file submit_delivery_list.php of the component HTTP POST Request Handler. The manipulation of the argument customer_details leads to sql injection. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. VDB-250598 is the identifier assigned to this vulnerability.	CWE-89	CWE-89
CVE-2024-0278	A vulnerability, which was classified as critical, has been found in Kashipara Food Management System up to 1.0. This issue affects some unknown processing of the file partylist_edit_submit.php. The manipulation of the argument id leads to sql injection. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-249833 was assigned to this vulnerability.	CWE-89	CWE-89
CVE-2024-1177	The WP Club Manager – WordPress Sports Club Plugin plugin for WordPress is vulnerable to unauthorized modification of data due to a missing capability check on the settings_save() function in all versions up to, and including, 2.2.10. This makes it possible for unauthenticated attackers to update the permalink structure for the clubs	CWE-862	CWE-862
CVE-2024-0652	A vulnerability was found in PHPGurukul Company Visitor Management System 1.0. It has been rated as problematic. Affected by this issue is some unknown functionality of the file search-visitor.php. The manipulation leads to cross site scripting. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. VDB-251378 is the identifier assigned to this vulnerability.	CWE-79	"In this case, the manipulation of data within the ""search-visitor.php"" file results in such an unauthorized script execution. This type of vulnerability falls under Cross-Site Scripting because it enables attackers to inject client-side scripts into web pages viewed by other users"
CVE-2024-0479	A vulnerability was found in Taokeyun up to 1.0.5. It has been classified as critical. Affected is the function login of the file application/index/controller/m/User.php of the component HTTP POST Request Handler. The manipulation of the argument username leads to sql injection. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-250584.	CWE-89	CWE-89
CVE-2024-0969	"The ARMember plugin for WordPress is vulnerable to Sensitive Information Exposure in all versions up to, and including, 1.0.21 via the REST API. This makes it possible for unauthenticated attackers to bypass the plugin's ""Default Restriction"" feature and view restricted post content."	NVD-CWE-noinfo	CWE-200
CVE-2024-0688	"The ""WebSub (FKA. PubSubHubbub)"" plugin for WordPress is vulnerable to Stored Cross-Site Scripting via plugin settings in all versions up to, and including, 3.1.4 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers, with administrator-level permissions and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page."	CWE-79	Stored XSS vulnerabilities are a type of Cross-Site Scripting where the malicious script is stored on the server, such as in a database, and then served to users who access the manipulated content. The insufficient input sanitization and output escaping directly indicate a failure to properly validate input and securely construct web pages with dynamic content, which are characteristic features of
CVE-2024-0860	"
The affected product is vulnerable to a cleartext transmission of sensitive information vulnerability, which may allow an attacker to capture packets to craft their own requests.

"	CWE-319	CWE-319
CVE-2024-1877	A vulnerability was found in SourceCodester Employee Management System 1.0. It has been declared as critical. Affected by this vulnerability is an unknown functionality of the file /cancel.php. The manipulation of the argument id with the input 1%20or%201=1 leads to sql injection. The attack can be launched remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-254725 was assigned to this vulnerability.	CWE-89	Based on this description, the most appropriate Common Weakness Enumeration (CWE) mapping is CWE-89: Improper Neutralization of Special Elements used in an SQL
CVE-2024-0552	Intumit inc. SmartRobot's web framwork has a remote code execution vulnerability. An unauthorized remote attacker can exploit this vulnerability to execute arbitrary commands on the remote server.	CWE-74	Given this information, the most appropriate Common Weakness Enumeration (CWE) for this vulnerability is CWE-94: Improper Control of Generation of Code ('Code Injection'). CWE-94 represents scenarios where an application constructs all or part of a command or code to be executed dynamically, without properly validating or escaping potentially malicious input content
CVE-2024-0817	Command injection in IrGraph.draw in paddlepaddle/paddle 2.6.0	CWE-77	CWE-77
CVE-2024-0324	The User Profile Builder – Beautiful User Registration Forms, User Profiles & User Role Editor plugin for WordPress is vulnerable to unauthorized modification of data due to a missing capability check on the 'wppb_two_factor_authentication_settings_update' function in all versions up to, and including, 3.10.8. This makes it possible for unauthenticated attackers to enable or disable the 2FA functionality present in the Premium version of the plugin for arbitrary user roles.	CWE-862	For this CVE, the most appropriate CWE
CVE-2024-0509	The WP 404 Auto Redirect to Similar Post plugin for WordPress is vulnerable to Reflected Cross-Site Scripting via the ‘request’ parameter in all versions up to, and including, 1.0.3 due to insufficient input sanitization and output escaping. This makes it possible for unauthenticated attackers to inject arbitrary web scripts in pages that execute if they can successfully trick a user into performing an action such as clicking on a link.	CWE-79	The CWE that corresponds to Reflected Cross-Site Scripting due to improper sanitization or escaping of inputs is CWE-79. CWE
CVE-2024-0257	"
RoboDK v5.5.4

 is vulnerable to heap-based buffer overflow while processing a specific project file. The resulting memory corruption may crash the application.

"	CWE-122	CWE-122
CVE-2024-20097	In vdec, there is a possible out of bounds read due to a missing bounds check. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS09028313; Issue ID: MSV-1630.	CWE-125	"An ""out of bounds read"" typically falls under CWE-125: Out-of-bounds Read. This weakness occurs when software reads data past the boundary of a buffer, and is a common issue caused by programming errors related to insufficient validation of data needed for buffer boundaries. The consequence of this vulnerability, as stated in the CVE, is the"
CVE-2024-20095	In m4u, there is a possible out of bounds read due to a missing bounds check. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08996894; Issue ID: MSV-1636.	CWE-125	CWE-125
CVE-2024-1256	A vulnerability was found in Jspxcms 10.2.0 and classified as problematic. This issue affects some unknown processing of the file /ext/collect/filter_text.do. The manipulation leads to cross site scripting. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-252995.	CWE-79	CWE-79
CVE-2024-0691	The FileBird plugin for WordPress is vulnerable to Stored Cross-Site Scripting via imported folder titles in all versions up to, and including, 5.5.8.1 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers, with administrator access, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page. It may also be possible to socially engineer an administrator into uploading a malicious folder import.	CWE-79	The CWE most relevant to this scenario is CWE-79: Improper Neutralization of Input During Web Page Generation (‘Cross-site Scripting’). This classification applies because the issue involves insufficient input sanitization and output escaping, allowing the execution
CVE-2024-1961	vertaai/modeldb is vulnerable to a path traversal attack due to improper sanitization of user-supplied file paths in its file upload functionality. Attackers can exploit this vulnerability to write arbitrary files anywhere in the file system by manipulating the 'artifact_path' parameter. This flaw can lead to Remote Code Execution (RCE) by overwriting critical files, such as the application's configuration file, especially when the application is run outside of Docker. The vulnerability is present in the NFSController.java and NFSService.java components of the application.	CWE-22	"Path traversal vulnerabilities are categorized under CWE-22, ""Improper Limitation of"
CVE-2024-1233	A flaw was found in` JwtValidator.resolvePublicKey` in JBoss EAP, where the validator checks jku and sends a HTTP request. During this process, no whitelisting or other filtering behavior is performed on the destination URL address, which may result in a server-side request forgery (SSRF) vulnerability.	CWE-918	Based on the nature of the vulnerability and the description
CVE-2024-1039	"
Gessler GmbH WEB-MASTER has a restoration account that uses weak hard coded credentials and if exploited could allow an attacker control over the web management of the device.

"	CWE-287	The appropriate Common Weakness Enumeration (CWE) for this issue is CWE-798: Use of Hard-coded Credentials. This CWE identifier describes situations where credentials are stored in a
CVE-2024-0618	The Contact Form Plugin – Fastest Contact Form Builder Plugin for WordPress by Fluent Forms plugin for WordPress is vulnerable to Stored Cross-Site Scripting via imported form titles in all versions up to, and including, 5.1.5 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers, with administrator-level access, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page. This only affects multi-site installations and installations where unfiltered_html has been disabled.	CWE-79	"3. ""Due to insufficient input sanitization and output escaping"": This highlights the underlying"
CVE-2024-1704	A vulnerability was found in ZhongBangKeJi CRMEB 5.2.2. It has been declared as critical. This vulnerability affects the function save/delete of the file /adminapi/system/crud. The manipulation leads to path traversal. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-254392. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.	CWE-22	CWE-22
CVE-2024-0374	The Views for WPForms – Display & Edit WPForms Entries on your site frontend plugin for WordPress is vulnerable to Cross-Site Request Forgery in all versions up to, and including, 3.2.2. This is due to missing or incorrect nonce validation on the 'create_view' function. This makes it possible for unauthenticated attackers to create views via a forged request granted they can trick a site administrator into performing an action such as clicking on a link.	CWE-352	The CWE that pertains to CSRF vulnerabilities is CWE-352. This CWE category is specifically concerned with scenarios where a user is tricked into submitting a request that they did not intend to execute, allowing an attacker to perform actions with the victim's permissions. In this context, the lack of
CVE-2024-1832	A vulnerability has been found in SourceCodester Complete File Management System 1.0 and classified as critical. Affected by this vulnerability is an unknown functionality of the file /admin/ of the component Admin Login Form. The manipulation of the argument username with the input torada%27+or+%271%27+%3D+%271%27+--+- leads to sql injection. The attack can be launched remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-254623.	CWE-89	CWE-89
CVE-2024-1030	A vulnerability was found in Cogites eReserv 7.7.58. It has been classified as problematic. This affects an unknown part of the file /front/admin/tenancyDetail.php. The manipulation of the argument id leads to cross site scripting. It is possible to initiate the attack remotely. The associated identifier of this vulnerability is VDB-252303.	CWE-79	"CWE-79 refers to ""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"", which exactly matches the nature of the vulnerability described. The key aspect"
CVE-2024-0958	A vulnerability was found in CodeAstro Stock Management System 1.0 and classified as problematic. This issue affects some unknown processing of the file /index.php of the component Add Category Handler. The manipulation of the argument Category Name/Category Description leads to cross site scripting. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-252203.	CWE-79	"Cross-Site Scripting vulnerabilities are generally caused by insufficient input validation and output encoding processes, allowing an attacker to inject client-side scripts into web pages viewed by other users. Based on the described vulnerability mechanism, ""cross site scripting,"" this can be precisely mapped to CWE-79, which is the Common Weakness Enumeration entry for Cross-Site Scripting (XSS"
CVE-2024-1818	A vulnerability was found in CodeAstro Membership Management System 1.0 and classified as critical. Affected by this issue is some unknown functionality of the file /uploads/ of the component Logo Handler. The manipulation leads to unrestricted upload. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. VDB-254606 is the identifier assigned to this vulnerability.	CWE-434	In the Common Weakness Enumeration (CWE) system, the weakness that matches the unrestricted or insufficiently controlled file
CVE-2024-0772	A vulnerability was found in Nsasoft ShareAlarmPro 2.1.4 and classified as problematic. Affected by this issue is some unknown functionality of the component Registration Handler. The manipulation of the argument Name/Key leads to memory corruption. Local access is required to approach this attack. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-251672. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.	CWE-787	"Given the information, the vulnerability involves a form of memory corruption, which is a broad category under software vulnerabilities. When discussing types of memory corruption, it often implies writing beyond buffer limits or incorrect updates to memory. This type of issue often falls under the category of a ""Buffer Overflow"" or ""Improper Downcast,"" but since the specific type of corruption isn't detailed, we must identify a general"
CVE-2024-1600	A Local File Inclusion (LFI) vulnerability exists in the parisneo/lollms-webui application, specifically within the `/personalities` route. An attacker can exploit this vulnerability by crafting a URL that includes directory traversal sequences (`../../`) followed by the desired system file path, URL encoded. Successful exploitation allows the attacker to read any file on the filesystem accessible by the web server. This issue arises due to improper control of filename for include/require statement in the application.	CWE-98	This kind of vulnerability is best mapped to CWE-22: Improper Limitation of a Pathname to a Restricted Directory ('Path Travers
CVE-2024-0204	Authentication bypass in Fortra's GoAnywhere MFT prior to 7.4.1 allows an unauthorized user to create an admin user via the administration portal.	CWE-425	CWE-287
CVE-2024-1031	A vulnerability was found in CodeAstro Expense Management System 1.0. It has been declared as problematic. This vulnerability affects unknown code of the file templates/5-Add-Expenses.php of the component Add Expenses Page. The manipulation of the argument item leads to cross site scripting. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-252304.	CWE-79	CWE-79
 . The complexity of an attack is rather high. The exploitation appears to be difficult. The exploit has been disclosed to the public and may be used. The identifier VDB-252997 was assigned to this vulnerability.	CWE-321		CWE-321
CVE-2024-0533	A vulnerability was found in Tenda A15 15.13.07.13. It has been rated as critical. This issue affects some unknown processing of the file /goform/SetOnlineDevName of the component Web-based Management Interface. The manipulation of the argument devName leads to stack-based buffer overflow. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-250703. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.	CWE-787	CWE-121
CVE-2024-0553	A vulnerability was found in GnuTLS. The response times to malformed ciphertexts in RSA-PSK ClientKeyExchange differ from the response times of ciphertexts with correct PKCS#1 v1.5 padding. This issue may allow a remote attacker to perform a timing side-channel attack in the RSA-PSK key exchange, potentially leading to the leakage of sensitive data. CVE-2024-0553 is designated as an incomplete resolution for CVE-2023-5981.	CWE-203	The most appropriate CWE for this type of vulnerability is
CVE-2024-0005	A condition exists in FlashArray and FlashBlade Purity whereby a malicious user could execute arbitrary commands remotely through a specifically crafted SNMP configuration.	CWE-77	"Command injection vulnerabilities are mapped to CWE-77, ""Improper Neutralization of Special Elements used in a Command ('Command Injection')"". This CWE"
CVE-2024-1701	A vulnerability has been found in keerti1924 PHP-MYSQL-User-Login-System 1.0 and classified as critical. Affected by this vulnerability is an unknown functionality of the file /edit.php. The manipulation leads to improper access controls. The attack can be launched remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-254389 was assigned to this vulnerability. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.	CWE-284	CWE-284
CVE-2024-0528	A vulnerability, which was classified as critical, was found in CXBSoft Post-Office 1.0. Affected is an unknown function of the file /admin/pages/update_go.php of the component HTTP POST Request Handler. The manipulation of the argument version leads to sql injection. The exploit has been disclosed to the public and may be used. VDB-250698 is the identifier assigned to this vulnerability. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.	CWE-89	CWE-89
CVE-2024-0596	The Awesome Support – WordPress HelpDesk & Support Plugin plugin for WordPress is vulnerable to unauthorized access of data due to a missing capability check on the editor_html() function in all versions up to, and including, 6.1.7. This makes it possible for authenticated attackers, with subscriber-level access and above, to view password protected and draft posts.	CWE-862	"This type of vulnerability is best described by CWE-862, which is ""Missing Authorization."" It refers to a situation where there is a failure to perform an authorization"
CVE-2024-0551	"Enable exports of the database and associated exported information of the system via the default user role. The attacked would have to have been granted access to the system prior to the attack.

It is worth noting that the deterministic nature of the export name is lower risk as the UI for exporting would start the download at the same time, which once downloaded - deletes the export from the system.

The endpoint for exporting should simply be patched to a higher privilege level."	CWE-284	CWE-284
CVE-2024-0556	A Weak Cryptography for Passwords vulnerability has been detected on WIC200 affecting version 1.1. This vulnerability allows a remote user to intercept the traffic and retrieve the credentials from another user and decode it in base64 allowing the attacker to see the credentials in plain text.	CWE-261	CWE-326
CVE-2024-1646	parisneo/lollms-webui is vulnerable to authentication bypass due to insufficient protection over sensitive endpoints. The application checks if the host parameter is not '0.0.0.0' to restrict access, which is inadequate when the application is bound to a specific interface, allowing unauthorized access to endpoints such as '/restart_program', '/update_software', '/check_update', '/start_recording', and '/stop_recording'. This vulnerability can lead to denial of service, unauthorized disabling or overriding of recordings, and potentially other impacts if certain features are enabled in the configuration.	CWE-288	Thus, the appropriate CWE for this specific vulnerability, which is an authentication bypass due to insufficient validation
CVE-2024-1006	A vulnerability was found in Shanxi Diankeyun Technology NODERP up to 6.0.2 and classified as critical. This issue affects some unknown processing of the file application/index/common.php of the component Cookie Handler. The manipulation of the argument Nod_User_Id/Nod_User_Token leads to improper authentication. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-252275. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.	CWE-287	CWE-287
CVE-2024-0268	A vulnerability, which was classified as critical, has been found in Kashipara Hospital Management System up to 1.0. Affected by this issue is some unknown functionality of the file registration.php. The manipulation of the argument name/email/pass/gender/age/city leads to sql injection. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-249824.	CWE-89	CWE-89
