URL	Question	Option A	Option B	Option C	Option D	Prompt	GT	gpt4o Response
https://attack.mitre.org/techniques/T1068/	Which of the following adversaries has exploited the CVE-2017-0213 vulnerability?	APT32	CosmicDuke	Tonto Team	Threat Group-3390	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which of the following adversaries has exploited the CVE-2017-0213 vulnerability?  **Options:** A) APT32 B) CosmicDuke C) Tonto Team D) Threat Group-3390  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	D	B
https://attack.mitre.org/techniques/T1068/	According to MITRE ATT&CKs technique T1068, which mitigation strategy emphasizes the importance of updating software to prevent exploitation?	Exploit Protection	Execution Prevention	Update Software	Application Isolation and Sandboxing	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** According to MITRE ATT&CKs technique T1068, which mitigation strategy emphasizes the importance of updating software to prevent exploitation?  **Options:** A) Exploit Protection B) Execution Prevention C) Update Software D) Application Isolation and Sandboxing  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	C
https://attack.mitre.org/techniques/T1210/	Which MITRE ATT&CK technique involves adversaries exploiting remote services to gain unauthorized access to internal systems?	T1210: Network Service Scanning	T1210: Exploitation of Remote Services	T1065: Valid Accounts	T1211: Remote File Copy	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which MITRE ATT&CK technique involves adversaries exploiting remote services to gain unauthorized access to internal systems?  **Options:** A) T1210: Network Service Scanning B) T1210: Exploitation of Remote Services C) T1065: Valid Accounts D) T1211: Remote File Copy  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	B
https://attack.mitre.org/techniques/T1210/	What is a common method adversaries use to determine if a remote system is vulnerable, in the context of T1210?	Log Analysis	Network Service Discovery	Brute Force	Honeypots	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** What is a common method adversaries use to determine if a remote system is vulnerable, in the context of T1210?  **Options:** A) Log Analysis B) Network Service Discovery C) Brute Force D) Honeypots  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	B
https://attack.mitre.org/techniques/T1210/	Which high-value target category is most likely to be exploited for lateral movement in the technique T1210?	Endpoints	Network Devices	Servers	Firewalls	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which high-value target category is most likely to be exploited for lateral movement in the technique T1210?  **Options:** A) Endpoints B) Network Devices C) Servers D) Firewalls  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	C
https://attack.mitre.org/techniques/T1210/	Which of the following vulnerabilities has Flame exploited for lateral movement according to the document?	CVE-2020-1472	CVE-2017-0144	MS08-067	MS10-061	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which of the following vulnerabilities has Flame exploited for lateral movement according to the document?  **Options:** A) CVE-2020-1472 B) CVE-2017-0144 C) MS08-067 D) MS10-061  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	D	C
https://attack.mitre.org/techniques/T1210/	In the context of technique T1210, which mitigation strategy is specifically aimed at reducing risks from undiscovered vulnerabilities through the use of sandboxing?	Network Segmentation	Vulnerability Scanning	Application Isolation and Sandboxing	Exploit Protection	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** In the context of technique T1210, which mitigation strategy is specifically aimed at reducing risks from undiscovered vulnerabilities through the use of sandboxing?  **Options:** A) Network Segmentation B) Vulnerability Scanning C) Application Isolation and Sandboxing D) Exploit Protection  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	C
https://attack.mitre.org/techniques/T1210/	Which data source is mentioned for detecting software exploits using deep packet inspection in the context of T1210?	File Monitoring	Network Traffic	Process Monitoring	Application Log	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which data source is mentioned for detecting software exploits using deep packet inspection in the context of T1210?  **Options:** A) File Monitoring B) Network Traffic C) Process Monitoring D) Application Log  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	B
https://attack.mitre.org/techniques/T1197/	Which of the following procedures is associated with the use of BITSAdmin to maintain persistence?	Wizard Spider	Leviathan	UBoatRAT	Egregor	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which of the following procedures is associated with the use of BITSAdmin to maintain persistence?  **Options:** A) Wizard Spider B) Leviathan C) UBoatRAT D) Egregor  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	C
https://attack.mitre.org/techniques/T1197/	In the context of MITRE ATT&CK, which technique involves using BITSAdmin to download and execute DLLs?	ProLock	Egregor	MarkiRAT	Patchwork	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** In the context of MITRE ATT&CK, which technique involves using BITSAdmin to download and execute DLLs?  **Options:** A) ProLock B) Egregor C) MarkiRAT D) Patchwork  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	C
https://attack.mitre.org/techniques/T1197/	Which mitigation strategy is recommended to limit the default BITS job lifetime in Group Policy or by editing specific Registry values?	Operating System Configuration	User Account Management	Filter Network Traffic	User Behavior Analytics	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which mitigation strategy is recommended to limit the default BITS job lifetime in Group Policy or by editing specific Registry values?  **Options:** A) Operating System Configuration B) User Account Management C) Filter Network Traffic D) User Behavior Analytics  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	A	A
https://attack.mitre.org/techniques/T1197/	Which adversary group has used BITSAdmin to exfiltrate stolen data from a compromised host?	APT41	Wizard Spider	APT39	Patchwork	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which adversary group has used BITSAdmin to exfiltrate stolen data from a compromised host?  **Options:** A) APT41 B) Wizard Spider C) APT39 D) Patchwork  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	A
https://attack.mitre.org/techniques/T1197/	Which data source detects new network activity generated by BITS?	Service	Host Memory Socket API	Network Traffic	External Device Connection	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which data source detects new network activity generated by BITS?  **Options:** A) Service B) Host Memory Socket API C) Network Traffic D) External Device Connection  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	C
https://attack.mitre.org/techniques/T1133/	Adversaries leveraging external-facing remote services for initial access or persistence is categorized under which MITRE ATT&CK technique? (Technique ID: T1133, External Remote Services, Enterprise)	External Remote Services (T1133)	Remote System Discovery (T1018)	Using Domain Fronting (T1090.002)	Credential Dumping (T1003)	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Adversaries leveraging external-facing remote services for initial access or persistence is categorized under which MITRE ATT&CK technique? (Technique ID: T1133, External Remote Services, Enterprise)  **Options:** A) External Remote Services (T1133) B) Remote System Discovery (T1018) C) Using Domain Fronting (T1090.002) D) Credential Dumping (T1003)  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	A	A
https://attack.mitre.org/techniques/T1133/	Which group installed a modified Dropbear SSH client as part of their attack strategy in the 2015 Ukraine Electric Power Attack, according to MITRE ATT&CK? (Technique ID: T1133, External Remote Services, Enterprise)	APT29	Sandworm Team	Wizard Spider	Ke3chang	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which group installed a modified Dropbear SSH client as part of their attack strategy in the 2015 Ukraine Electric Power Attack, according to MITRE ATT&CK? (Technique ID: T1133, External Remote Services, Enterprise)  **Options:** A) APT29 B) Sandworm Team C) Wizard Spider D) Ke3chang  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	B
https://attack.mitre.org/techniques/T1133/	How did APT41 maintain persistent access to a compromised online billing/payment service? (Technique ID: T1133, External Remote Services, Enterprise)	Using VPN access between a third-party service provider and the targeted payment service	Using exposed Docker API	Using Tor and a variety of commercial VPN services	Compromised Kubernetes API server	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** How did APT41 maintain persistent access to a compromised online billing/payment service? (Technique ID: T1133, External Remote Services, Enterprise)  **Options:** A) Using VPN access between a third-party service provider and the targeted payment service B) Using exposed Docker API C) Using Tor and a variety of commercial VPN services D) Compromised Kubernetes API server  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	A	A
https://attack.mitre.org/techniques/T1133/	In the SolarWinds Compromise, which protocol was enabled over HTTP/HTTPS as a backup persistence mechanism using cscript? (Technique ID: T1133, External Remote Services, Enterprise)	SSH	VNC	WinRM	RDP	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** In the SolarWinds Compromise, which protocol was enabled over HTTP/HTTPS as a backup persistence mechanism using cscript? (Technique ID: T1133, External Remote Services, Enterprise)  **Options:** A) SSH B) VNC C) WinRM D) RDP  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	C
https://attack.mitre.org/techniques/T1133/	Which mitigation strategy involves using strong two-factor or multi-factor authentication for remote service accounts? (Technique ID: T1133, External Remote Services, Enterprise)	Network Segmentation	Disable or Remove Feature or Program	Multi-factor Authentication	Limit Access to Resource Over Network	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which mitigation strategy involves using strong two-factor or multi-factor authentication for remote service accounts? (Technique ID: T1133, External Remote Services, Enterprise)  **Options:** A) Network Segmentation B) Disable or Remove Feature or Program C) Multi-factor Authentication D) Limit Access to Resource Over Network  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	C
https://attack.mitre.org/techniques/T1133/	What data source should be monitored to detect follow-on activities when authentication to an exposed remote service is not required? (Technique ID: T1133, External Remote Services, Enterprise)	Logon Session	Network Traffic	Application Log	Network Traffic Flow	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** What data source should be monitored to detect follow-on activities when authentication to an exposed remote service is not required? (Technique ID: T1133, External Remote Services, Enterprise)  **Options:** A) Logon Session B) Network Traffic C) Application Log D) Network Traffic Flow  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	B
https://attack.mitre.org/techniques/T1485/	During which attack was CaddyWiper deployed to wipe files related to OT capabilities?	A: 2022 Georgia Cyberattack	B: 2022 Ukraine Electric Power Attack	C: 2021 SolarWinds Incident	D: 2020 Black Hat Incident	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** During which attack was CaddyWiper deployed to wipe files related to OT capabilities?  **Options:** A) A: 2022 Georgia Cyberattack B) B: 2022 Ukraine Electric Power Attack C) C: 2021 SolarWinds Incident D) D: 2020 Black Hat Incident  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	B
https://attack.mitre.org/techniques/T1485/	Which malware performs an in-depth wipe of the filesystem and attached storage through data overwrite or IOCTLS?	A: REvil	B: WhisperGate	C: AcidRain	D: StoneDrill	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which malware performs an in-depth wipe of the filesystem and attached storage through data overwrite or IOCTLS?  **Options:** A) A: REvil B) B: WhisperGate C) C: AcidRain D) D: StoneDrill  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	C
https://attack.mitre.org/techniques/T1485/	What distinguishes Data Destruction (T1485) from Disk Content Wipe and Disk Structure Wipe?	A: Wipes the entire disk	B: Erases file pointers only	C: Destruction of individual files	D: Uses secure delete functions	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** What distinguishes Data Destruction (T1485) from Disk Content Wipe and Disk Structure Wipe?  **Options:** A) A: Wipes the entire disk B) B: Erases file pointers only C) C: Destruction of individual files D) D: Uses secure delete functions  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	C
https://attack.mitre.org/techniques/T1485/	Which group is known for using tools to delete files and folders from victim's desktops and profiles?	A: Lazarus Group	B: Gamaredon Group	C: Sandworm Team	D: LAPSUS$	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which group is known for using tools to delete files and folders from victim's desktops and profiles?  **Options:** A) A: Lazarus Group B) B: Gamaredon Group C) C: Sandworm Team D) D: LAPSUS$  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	D
https://attack.mitre.org/techniques/T1485/	What is a mitigation strategy for Data Destruction (T1485) according to MITRE ATT&CK?	A: File integrity monitoring	B: Data encryption	C: Regular data backups	D: Application whitelisting	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** What is a mitigation strategy for Data Destruction (T1485) according to MITRE ATT&CK?  **Options:** A) A: File integrity monitoring B) B: Data encryption C) C: Regular data backups D) D: Application whitelisting  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	C
https://attack.mitre.org/techniques/T1485/	Which of the following data sources is NOT used for detecting data destruction activities such as file deletions?	A: Command Execution	B: Instance Deletion	C: Image Creation	D: Volume Deletion	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which of the following data sources is NOT used for detecting data destruction activities such as file deletions?  **Options:** A) A: Command Execution B) B: Instance Deletion C) C: Image Creation D) D: Volume Deletion  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	C
https://attack.mitre.org/techniques/T1132/	In the context of MITRE ATT&CK, which technique ID and name describe the use of encoding systems like ASCII, Unicode, Base64, and MIME for C2 traffic?	T1037 - Commonly Used Port	T1132 - Data Encoding	T1071 - Application Layer Protocol	T1056 - Input Capture	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** In the context of MITRE ATT&CK, which technique ID and name describe the use of encoding systems like ASCII, Unicode, Base64, and MIME for C2 traffic?  **Options:** A) T1037 - Commonly Used Port B) T1132 - Data Encoding C) T1071 - Application Layer Protocol D) T1056 - Input Capture  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	B
https://attack.mitre.org/techniques/T1132/	Given the procedure example for BADNEWS malware, which transformation does it apply to command and control (C2) traffic?	It converts it into hexadecimal, and then into base64	It obfuscates it with an altered version of base64	It sends the payload as an encoded URL parameter	It uses transform functions to encode and randomize responses	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Given the procedure example for BADNEWS malware, which transformation does it apply to command and control (C2) traffic?  **Options:** A) It converts it into hexadecimal, and then into base64 B) It obfuscates it with an altered version of base64 C) It sends the payload as an encoded URL parameter D) It uses transform functions to encode and randomize responses  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	A	B
https://attack.mitre.org/techniques/T1132/	Which mitigation strategy (ID and name) is recommended to prevent adversaries from successfully encoding their C2 traffic?	M1026 - Encryption	M1050 - Secure Configurations	M1040 - Behavior Prevention on Endpoint	M1031 - Network Intrusion Prevention	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which mitigation strategy (ID and name) is recommended to prevent adversaries from successfully encoding their C2 traffic?  **Options:** A) M1026 - Encryption B) M1050 - Secure Configurations C) M1040 - Behavior Prevention on Endpoint D) M1031 - Network Intrusion Prevention  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	D	A
https://attack.mitre.org/techniques/T1486/	Which of the following techniques might adversaries employ to unlock and gain access to manipulate files before encrypting them, as per the MITRE ATT&CK framework?	Account Manipulation (T1098)	File and Directory Permissions Modification (T1222)	Indicator Removal on Host (T1070)	Process Injection (T1055)	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which of the following techniques might adversaries employ to unlock and gain access to manipulate files before encrypting them, as per the MITRE ATT&CK framework?  **Options:** A) Account Manipulation (T1098) B) File and Directory Permissions Modification (T1222) C) Indicator Removal on Host (T1070) D) Process Injection (T1055)  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	B
https://attack.mitre.org/techniques/T1486/	Which malware has the capability to encrypt Windows devices, Linux devices, and VMware instances according to MITRE ATT&CK?	RansomEXX	BlackCat (S1068)	Maze	Netwalker	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which malware has the capability to encrypt Windows devices, Linux devices, and VMware instances according to MITRE ATT&CK?  **Options:** A) RansomEXX B) BlackCat (S1068) C) Maze D) Netwalker  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	B
https://attack.mitre.org/techniques/T1486/	Which of these adversary groups has used ransomware to encrypt files using a combination of AES256 and RSA encryption schemes?	APT38	Conti	Avaddon (S0640)	Indrik Spider	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which of these adversary groups has used ransomware to encrypt files using a combination of AES256 and RSA encryption schemes?  **Options:** A) APT38 B) Conti C) Avaddon (S0640) D) Indrik Spider  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	B
https://attack.mitre.org/techniques/T1486/	According to MITRE ATT&CK, which detection method is useful for identifying unexpected network shares being accessed?	Monitor Cloud Storage Modification	Monitor Command Execution	Monitor File Creation	Monitor Network Share Access	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** According to MITRE ATT&CK, which detection method is useful for identifying unexpected network shares being accessed?  **Options:** A) Monitor Cloud Storage Modification B) Monitor Command Execution C) Monitor File Creation D) Monitor Network Share Access  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	D	D
https://attack.mitre.org/techniques/T1530/	What is the primary goal of adversaries who leverage technique T1530 (Data from Cloud Storage) under the Collection tactic on the MITRE ATT&CK framework?	To disrupt the availability of cloud services	To steal data from cloud storage services	To destroy data stored in cloud repositories	To inject malware into cloud stored data	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** What is the primary goal of adversaries who leverage technique T1530 (Data from Cloud Storage) under the Collection tactic on the MITRE ATT&CK framework?  **Options:** A) To disrupt the availability of cloud services B) To steal data from cloud storage services C) To destroy data stored in cloud repositories D) To inject malware into cloud stored data  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	B
https://attack.mitre.org/techniques/T1530/	Scattered Spider (G1015) is known to interact with which types of cloud resources for data collection according to the provided document?	IaaS-based cloud storage unauthorized access	C2 communication channels	Virtual Machines snapshots	SaaS application storage environments	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Scattered Spider (G1015) is known to interact with which types of cloud resources for data collection according to the provided document?  **Options:** A) IaaS-based cloud storage unauthorized access B) C2 communication channels C) Virtual Machines snapshots D) SaaS application storage environments  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	D	A
https://attack.mitre.org/techniques/T1530/	Which mitigation strategy is described by M1041 (Encrypt Sensitive Information) and what is one of its recommendations?	Audit permissions on cloud storage frequently	Use temporary tokens for access instead of permanent keys	Monitor for unusual cloud storage access patterns	Encrypt data at rest in cloud storage and rotate encryption keys	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which mitigation strategy is described by M1041 (Encrypt Sensitive Information) and what is one of its recommendations?  **Options:** A) Audit permissions on cloud storage frequently B) Use temporary tokens for access instead of permanent keys C) Monitor for unusual cloud storage access patterns D) Encrypt data at rest in cloud storage and rotate encryption keys  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	D	D
https://attack.mitre.org/techniques/T1530/	In the detection section, DS0010 (Cloud Storage) includes monitoring for unusual queries. What additional method does it suggest for identifying suspicious activity?	Logging all allowed access attempts	Catching any changes to data access policies	Tracking failed access attempts followed by successful accesses	Restricting access based on geographic location	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** In the detection section, DS0010 (Cloud Storage) includes monitoring for unusual queries. What additional method does it suggest for identifying suspicious activity?  **Options:** A) Logging all allowed access attempts B) Catching any changes to data access policies C) Tracking failed access attempts followed by successful accesses D) Restricting access based on geographic location  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	C
https://attack.mitre.org/techniques/T1530/	Which of the following actions is an example of how AADInternals (S0677) uses technique T1530 (Data from Cloud Storage)?	Enumerating and downloading files from AWS S3 buckets	Collecting files from a user's OneDrive	Dumping service account tokens from kOps buckets in Google Cloud Storage	Obtaining files from SaaS platforms like Slack and Confluence	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which of the following actions is an example of how AADInternals (S0677) uses technique T1530 (Data from Cloud Storage)?  **Options:** A) Enumerating and downloading files from AWS S3 buckets B) Collecting files from a user's OneDrive C) Dumping service account tokens from kOps buckets in Google Cloud Storage D) Obtaining files from SaaS platforms like Slack and Confluence  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	B
https://attack.mitre.org/techniques/T1602/	Regarding MITRE ATT&CK technique T1602, which mitigation approach involves separating SNMP traffic from other types of network traffic?	Encrypt Sensitive Information	Network Segmentation	Network Intrusion Prevention	Software Configuration	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Regarding MITRE ATT&CK technique T1602, which mitigation approach involves separating SNMP traffic from other types of network traffic?  **Options:** A) Encrypt Sensitive Information B) Network Segmentation C) Network Intrusion Prevention D) Software Configuration  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	B
https://attack.mitre.org/techniques/T1602/	For detecting adversaries attempting to exploit T1602 (Data from Configuration Repository), monitoring which data source would be most effective?	Network Connection Creation from host-based logs	Network Traffic Content from packet inspection	Newly installed software from SIEM logs	Application error logs from endpoint security solutions	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** For detecting adversaries attempting to exploit T1602 (Data from Configuration Repository), monitoring which data source would be most effective?  **Options:** A) Network Connection Creation from host-based logs B) Network Traffic Content from packet inspection C) Newly installed software from SIEM logs D) Application error logs from endpoint security solutions  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	B	C
https://attack.mitre.org/techniques/T1213/	In the context of MITRE ATT&CK for Enterprise, which advanced persistent threat (APT) group is known to have collected files from various information repositories?	APT28	APT29	LAPSUS$	APT34	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** In the context of MITRE ATT&CK for Enterprise, which advanced persistent threat (APT) group is known to have collected files from various information repositories?  **Options:** A) APT28 B) APT29 C) LAPSUS$ D) APT34  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	A	B
https://attack.mitre.org/techniques/T1213/	Which of the following mitigations recommends the use of multi-factor authentication (MFA) to protect critical and sensitive repositories?	M1047	M1018	M1032	M1017	You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which of the following mitigations recommends the use of multi-factor authentication (MFA) to protect critical and sensitive repositories?  **Options:** A) M1047 B) M1018 C) M1032 D) M1017  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 	C	A
